title,authors,cover,summary,language,genres,editor,publicationYear,pagesNumber,amazonLink,kindleLink,audibleLink,fnacLink,ISBN,rating
"Stunning (Pretty Little Liars, #11)",['Sara Shepard'],https://images.gr-assets.com/books/1320516289m/9893355.jpg,,en-US,,,2012,,,,,,62081896,3.95
The Howling,['Gary Brandner'],https://images.gr-assets.com/books/1285664467m/481462.jpg,,eng,,,1977,,,,,,449138240,3.92
Sign of the Unicorn (The Chronicles of Amber #3),['Roger Zelazny'],https://images.gr-assets.com/books/1368213756m/239917.jpg,,en-US,,,1975,,,,,,380008319,4.14
Scat,['Carl Hiaasen'],https://images.gr-assets.com/books/1293763551m/3276072.jpg,,en-US,,,2009,,,,,,375834869,3.94
Life After God,['Douglas Coupland'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1994,,,,,,743231511,3.82
The City of Falling Angels,['John Berendt'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2005,,,,,,143036939,3.52
Afterwards,['Rosamund Lupton'],https://images.gr-assets.com/books/1330957613m/12598982.jpg,,,,,2011,,,,,,307716546,3.79
Autumn in Paris,['Ilana Tan'],https://images.gr-assets.com/books/1409579772m/1667423.jpg,,ind,,,2007,,,,,,9792230300,4.07
Hot Water Music,['Charles Bukowski'],https://images.gr-assets.com/books/1428126071m/50453.jpg,,en-US,,,1983,,,,,,876855966,3.93
"Warlock (Ancient Egypt, #3)",['Wilbur Smith'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1995,,,,,,312980388,4.02
What I Know for Sure,['Oprah Winfrey'],https://images.gr-assets.com/books/1400988917m/21531503.jpg,,eng,,,2014,,,,,,1250054052,4.12
"Wisdom (My Blood Approves, #4)",['Amanda Hocking'],https://images.gr-assets.com/books/1282281680m/8575295.jpg,,eng,,,2010,,,,,,,4.04
The Testament of Mary,['Colm Tóibín'],https://images.gr-assets.com/books/1339797728m/13547234.jpg,,,,,2012,,,,,,1451688385,3.61
"Defy (Defy, #1)",['Sara B. Larson'],https://images.gr-assets.com/books/1371226819m/17406847.jpg,,eng,,,2014,,,,,,,3.74
"Standing in the Rainbow (Elmwood Springs, #2)",['Fannie Flagg'],https://images.gr-assets.com/books/1304980220m/31493.jpg,,eng,,,1998,,,,,,345452887,4.02
Maitreyi,['Mircea Eliade'],https://images.gr-assets.com/books/1303896468m/817199.jpg,,rum,,,1933,,,,,,9735004100,3.92
The Misremembered Man (Tailorstown #1),['Christina McKenna'],https://images.gr-assets.com/books/1327875304m/13051316.jpg,,eng,,,2008,,,,,,,3.72
Carter Beats the Devil,['Glen David Gold'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2001,,,,,,786886323,4.09
Story of the Eye,"['Georges Bataille', 'Joachim Neugroschel', 'Dovid Bergelson']",https://images.gr-assets.com/books/1490682356m/436806.jpg,,eng,,,1928,,,,,,872862097,3.71
"Knit Two (Friday Night Knitting Club, #2)",['Kate Jacobs'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2007,,,,,,039915583X,3.47
In the Night Kitchen,['Maurice Sendak'],https://images.gr-assets.com/books/1327934189m/95144.jpg,,eng,,,1970,,,,,,99417472,4.06
"Will You Please Be Quiet, Please?",['Raymond Carver'],https://images.gr-assets.com/books/1360355821m/11446.jpg,,eng,,,1976,,,,,,99449897,4.29
The Selected Poetry of Rainer Maria Rilke,"['Rainer Maria Rilke', 'Stephen Mitchell', 'Robert Hass']",https://images.gr-assets.com/books/1343101334m/46201.jpg,,mul,,,1976,,,,,,679722017,4.4
"Eternal Rider (Lords of Deliverance, #1, Demonica, #6)",['Larissa Ione'],https://images.gr-assets.com/books/1305020644m/8843801.jpg,,eng,,,2011,,,,,,044657449X,4.21
The Story of a Shipwrecked Sailor,"['Gabriel García Márquez', 'Randolph Hogan']",https://images.gr-assets.com/books/1450711004m/105189.jpg,,eng,,,1970,,,,,,,3.73
"Concealed in Death (In Death, #38)",['J.D. Robb'],https://images.gr-assets.com/books/1457447121m/18079757.jpg,,eng,,,2014,,,,,,039916443X,4.25
"Women's Bodies, Women's Wisdom: Creating Physical and Emotional Health and Healing",['Christiane Northrup'],https://images.gr-assets.com/books/1320512401m/131830.jpg,,,,,1994,,,,,,553384104,4.32
"Mind Prey (Lucas Davenport, #7)",['John Sandford'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,1995,,,,,,425152898,4.19
The Color of Secrets,['Lindsay Ashford'],https://images.gr-assets.com/books/1424234214m/24961531.jpg,,,,,2015,,,,,,,3.85
"Planetary, Volume 1: All Over the World and Other Stories","['Warren Ellis', 'John Cassaday']",https://images.gr-assets.com/books/1374683466m/209966.jpg,,eng,,,2000,,,,,,1563897776,4.21
"Stolen Songbird (The Malediction Trilogy, #1)",['Danielle L. Jensen'],https://images.gr-assets.com/books/1386265289m/17926775.jpg,,eng,,,2014,,,,,,1908844965,3.97
Most Talkative: Stories from the Front Lines of Pop Culture,['Andy Cohen'],https://images.gr-assets.com/books/1335383485m/13167847.jpg,,,,,2012,,,,,,805095837,3.79
"The Green Mile, Part 2: The Mouse on the Mile",['Stephen King'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1996,,,,,,451190521,4.47
A Cry In The Night,['Mary Higgins Clark'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1982,,,,,,743484355,3.84
Assata: An Autobiography,"['Assata Shakur', 'Angela Y. Davis', 'Lennox S. Hinds']",https://images.gr-assets.com/books/1328857268m/100322.jpg,,eng,,,1987,,,,,,1556520743,4.48
"Days of Magic, Nights of War (Abarat, #2)",['Clive Barker'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2004,,,,,,60596384,4.2
The Three Billy Goats Gruff,"['Paul Galdone', 'Peter Christen Asbjørnsen']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1841,,,,,,899190359,4.14
True Love Story,['Willow Aster'],https://images.gr-assets.com/books/1358169338m/17166702.jpg,,eng,,,2013,,,,,,,4.08
The Moonlit Garden,"['Corina Bomann', 'Alison Layland']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2013,,,,,,,3.74
True Compass: A Memoir,['Edward M. Kennedy'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2009,,,,,,446539252,3.99
"Diamonds Are Forever (James Bond, #4)",['Ian Fleming'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1956,,,,,,142002054,3.59
Lost Horizon,['James Hilton'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,1933,,,,,,60594527,3.9
"Hidden Bodies (You, #2)",['Caroline Kepnes'],https://images.gr-assets.com/books/1437414470m/23492288.jpg,,eng,,,2016,,,,,,,3.87
Passing,"['Nella Larsen', 'Ntozake Shange', 'Thadious M. Davis']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1929,,,,,,142437271,3.8
"InterWorld (InterWorld, #1)","['Neil Gaiman', 'Michael Reaves']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2007,,,,,,61238961,3.51
The Realm of Possibility,['David Levithan'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2004,,,,,,375836578,3.94
The Invisible Wall: A Love Story That Broke Barriers,['Harry Bernstein'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2006,,,,,,345495802,4.07
The Replacement,['Brenna Yovanoff'],https://images.gr-assets.com/books/1360176667m/7507908.jpg,,en-US,,,2010,,,,,,1595143378,3.56
Last Words,"['George Carlin', 'Tony Hendra']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2009,,,,,,1439172951,4.04
"The Information: A History, a Theory, a Flood",['James Gleick'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2011,,,,,,375423729,3.98
Rocket Boys (Coalwood #1),['Homer Hickam'],https://images.gr-assets.com/books/1320533768m/96642.jpg,,,,,1998,,,,,,385333218,4.18
Kaleidoscope,['Danielle Steel'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,fre,,,1987,,,,,,440236924,3.88
A Perfect Spy,['John le Carré'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,1986,,,,,,743457927,3.99
"The High Window (Philip Marlowe, #3)",['Raymond Chandler'],https://images.gr-assets.com/books/1466754245m/2049.jpg,,eng,,,1942,,,,,,394758269,4.08
"Affliction (Anita Blake, Vampire Hunter #22)",['Laurell K. Hamilton'],https://images.gr-assets.com/books/1350942756m/15985372.jpg,,en-US,,,2013,,,,,,425255700,4.01
"Wildest Dreams (Fantasyland, #1)",['Kristen Ashley'],https://images.gr-assets.com/books/1327913321m/12390650.jpg,,eng,,,2011,,,,,,,4.19
"Sudden Prey (Lucas Davenport, #8)",['John Sandford'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1996,,,,,,425157539,4.15
Mark of the Lion Trilogy,['Francine Rivers'],https://images.gr-assets.com/books/1349032180m/95602.jpg,,en-US,,,1993,,,,,,842339523,4.76
"Screw It, Let's Do It: Lessons In Life",['Richard Branson'],https://images.gr-assets.com/books/1312059228m/198863.jpg,,,,,2006,,,,,,753510995,3.93
"Mrs. Piggle-Wiggle's Magic (Mrs. Piggle Wiggle, #2)","['Betty MacDonald', 'Alexandra Boiger']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1949,,,,,,64401510,4.17
Revolting Rhymes,"['Roald Dahl', 'Quentin Blake']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,1982,,,,,,142302260,4.13
"The Mermaids Singing (Tony Hill & Carol Jordan, #1)",['Val McDermid'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1995,,,,,,312983603,3.98
The Weight of Glory,['C.S. Lewis'],https://images.gr-assets.com/books/1381283728m/121715.jpg,,eng,,,1949,,,,,,60653205,4.41
Sanctuary,['Nora Roberts'],https://images.gr-assets.com/books/1351342765m/114141.jpg,,eng,,,1997,,,,,,515122734,3.87
"Sunset Express (Elvis Cole, #6)",['Robert Crais'],https://images.gr-assets.com/books/1344369358m/241934.jpg,,eng,,,1996,,,,,,345454944,4.17
"The Bourbon Kings (The Bourbon Kings, #1)",['J.R. Ward'],https://images.gr-assets.com/books/1414595442m/23355896.jpg,,eng,,,2015,,,,,,698193032,3.87
The Guns of Navarone,['Alistair MacLean'],https://images.gr-assets.com/books/1381683551m/296298.jpg,,,,,1957,,,,,,449214729,4.12
"On Her Majesty's Secret Service (James Bond, #11)",['Ian Fleming'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1963,,,,,,142003255,3.94
Women Who Love Too Much: When You Keep Wishing and Hoping He'll Change,['Robin Norwood'],https://images.gr-assets.com/books/1173029153m/239509.jpg,,en-US,,,1985,,,,,,671733419,3.98
Hero,['Perry Moore'],https://images.gr-assets.com/books/1311716594m/1251032.jpg,,eng,,,2007,,,,,,1423101952,3.88
There are No Children Here: The Story of Two Boys Growing Up in the Other America,['Alex Kotlowitz'],https://images.gr-assets.com/books/1320394274m/41918.jpg,,eng,,,1991,,,,,,385265565,4.25
"At Bertram's Hotel (Miss Marple, #11)",['Agatha Christie'],https://images.gr-assets.com/books/1375949033m/16333.jpg,,eng,,,1965,,,,,,2310015,3.7
"Happily Ever After (The Selection, #0.4, 0.5, 2.5, 2.6)",['Kiera Cass'],https://images.gr-assets.com/books/1427449095m/24465724.jpg,,eng,,,2015,,,,,,8143676,4.22
The Great Brain (Great Brain #1),"['John D. Fitzgerald', 'Mercer Mayer']",https://images.gr-assets.com/books/1311781413m/119247.jpg,,eng,,,1967,,,,,,142400580,4.16
"The Fire Eternal (The Last Dragon Chronicles, #4)","[""Chris d'Lacey""]",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-GB,,,2007,,,,,,1846164257,3.99
"Mercy (Buchanan-Renard, #2)",['Julie Garwood'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2001,,,,,,743430336,4.11
The Commitments,['Roddy Doyle'],https://images.gr-assets.com/books/1173298169m/269795.jpg,,eng,,,1987,,,,,,749391685,3.95
Tell-All,['Chuck Palahniuk'],https://images.gr-assets.com/books/1320495064m/6855294.jpg,,,,,2010,,,,,,385526350,2.84
What My Mother Doesn't Know (What My Mother Doesn't Know #1),['Sonya Sones'],https://images.gr-assets.com/books/1355585638m/170529.jpg,,eng,,,2001,,,,,,689855532,3.83
"Angelology (Angelology, #1)",['Danielle Trussoni'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2010,,,,,,670021474,3.41
The Lady & Sons Savannah Country Cookbook,"['Paula H. Deen', 'John Berendt']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,1998,,,,,,375751114,4.0
No One Writes to the Colonel and Other Stories,"['Gabriel García Márquez', 'J.S. Bernstein']",https://images.gr-assets.com/books/1410130190m/23885.jpg,,,,,1961,,,,,,60751576,3.86
Wiseguy,['Nicholas Pileggi'],https://images.gr-assets.com/books/1223643389m/158141.jpg,,en-US,,,1985,,,,,,671723227,4.14
"Transmetropolitan, Vol. 5: Lonely City (Transmetropolitan, #5)","['Warren Ellis', 'Darick Robertson', 'Rodney Ramos', 'Patrick Stewart']",https://images.gr-assets.com/books/1374683445m/22420.jpg,,eng,,,2001,,,,,,1563897229,4.4
"Benediction (Plainsong, #3)",['Kent Haruf'],https://images.gr-assets.com/books/1344619032m/15762186.jpg,,eng,,,2013,,,,,,307959880,3.97
سمفونی مردگان,['عباس معروفی'],https://images.gr-assets.com/books/1333982726m/300905.jpg,,per,,,1989,,,,,,9643113442,4.08
After the Night,['Linda Howard'],https://images.gr-assets.com/books/1337053790m/420739.jpg,,en-GB,,,1995,,,,,,671019708,4.1
"Evil at Heart (Archie Sheridan & Gretchen Lowell, #3)",['Chelsea Cain'],https://images.gr-assets.com/books/1328137862m/6193923.jpg,,eng,,,2009,,,,,,230015913,4.03
The Bookseller,['Cynthia Swanson'],https://images.gr-assets.com/books/1421854932m/22635858.jpg,,eng,,,2015,,,,,,62333003,3.66
The Climb: Tragic Ambitions on Everest,"['Anatoli Boukreev', 'G. Weston DeWalt']",https://images.gr-assets.com/books/1311995989m/925367.jpg,,,,,1997,,,,,,312965338,3.89
"The Thousand Names (The Shadow Campaigns, #1)",['Django Wexler'],https://images.gr-assets.com/books/1355441268m/15810910.jpg,,en-CA,,,2013,,,,,,451465105,4.04
An Old-Fashioned Girl,['Louisa May Alcott'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,1869,,,,,,1406501069,4.05
"Beautiful Burn (The Maddox Brothers, #4)",['Jamie McGuire'],https://images.gr-assets.com/books/1452456357m/23714544.jpg,,eng,,,2016,,,,,,,4.11
"Fruits Basket, Vol. 2","['Natsuki Takaya', 'Alethea Nibley', 'Athena Nibley']",https://images.gr-assets.com/books/1337807470m/836606.jpg,,en-US,,,1999,,,,,,1591826047,4.34
Misquoting Jesus: The Story Behind Who Changed the Bible and Why,['Bart D. Ehrman'],https://images.gr-assets.com/books/1407109431m/51364.jpg,,en-US,,,2005,,,,,,60859512,3.91
Wait for It,['Mariana Zapata'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2016,,,,,,,4.22
"The Other Wind (Earthsea Cycle, #6)",['Ursula K. Le Guin'],https://images.gr-assets.com/books/1309285821m/13658.jpg,,en-GB,,,2001,,,,,,044101125X,4.06
"The Paris Vendetta (Cotton Malone, #5)","['Steve Berry', 'Scott Brick']",https://images.gr-assets.com/books/1320407237m/6497645.jpg,,en-US,,,2009,,,,,,739329189,3.9
Moriarty (Sherlock Holmes #2),['Anthony Horowitz'],https://images.gr-assets.com/books/1404412525m/22535533.jpg,,eng,,,2014,,,,,,62377183,3.74
Richard II,"['William Shakespeare', 'Roma Gill', 'Robert          Jackson']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,1595,,,,,,198320043,3.76
Prisoner of My Desire,['Johanna Lindsey'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,1991,,,,,,380756277,4.06
Blood Memory,['Greg Iles'],https://images.gr-assets.com/books/1327877256m/80631.jpg,,eng,,,2005,,,,,,743454154,4.09
Selected Poems,"['George Gordon Byron', 'Peter J. Manning', 'Susan J. Wolfson']",https://images.gr-assets.com/books/1411634706m/119239.jpg,,eng,,,1848,,,,,,140424504,4.05
After I'm Gone,['Laura Lippman'],https://images.gr-assets.com/books/1383274696m/18089975.jpg,,eng,,,2014,,,,,,62083392,3.61
Shadows of the Workhouse,['Jennifer Worth'],https://images.gr-assets.com/books/1328216841m/3925836.jpg,,eng,,,2005,,,,,,297853260,4.12
Hunting and Gathering,"['Anna Gavalda', 'Alison Anderson']",https://images.gr-assets.com/books/1327865734m/47780.jpg,,en-US,,,2004,,,,,,159448144X,4.1
One Up On Wall Street: How To Use What You Already Know To Make Money In The Market,"['Peter Lynch', 'John Rothchild']",https://images.gr-assets.com/books/1444850522m/762462.jpg,,en-US,,,1988,,,,,,743200403,4.12
Against a Dark Background,['Iain M. Banks'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-GB,,,1993,,,,,,1857230310,4.09
I Still Dream About You,['Fannie Flagg'],https://images.gr-assets.com/books/1320471793m/7897620.jpg,,en-US,,,2010,,,,,,1400065933,3.55
A Modest Proposal and Other Satirical Works,['Jonathan Swift'],https://images.gr-assets.com/books/1264316062m/2677.jpg,,eng,,,1729,,,,,,486287599,4.04
The Book on the Taboo Against Knowing Who You Are,['Alan W. Watts'],https://images.gr-assets.com/books/1403166178m/60551.jpg,,,,,1966,,,,,,679723005,4.28
Mother Courage and Her Children,"['Bertolt Brecht', 'David Hare']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1941,,,,,,155970361X,3.66
"Up from the Grave (Night Huntress, #7)",['Jeaniene Frost'],https://images.gr-assets.com/books/1367085937m/10357792.jpg,,eng,,,2014,,,,,,62076116,4.28
"Sun and Moon, Ice and Snow",['Jessica Day George'],https://images.gr-assets.com/books/1317065700m/1210754.jpg,,en-US,,,2008,,,,,,1599901099,3.97
"The Blood Mirror (Lightbringer, #4)",['Brent Weeks'],https://images.gr-assets.com/books/1458663265m/17570538.jpg,,eng,,,2016,,,,,,,4.29
Galveston,['Nic Pizzolatto'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2004,,,,,,1439166641,3.72
Extra Yarn (E. B. White Read-Aloud Award. Picture Books),"['Mac Barnett', 'Jon Klassen']",https://images.gr-assets.com/books/1424982446m/12065943.jpg,,eng,,,2012,,,,,,61953385,4.07
We the Animals,['Justin Torres'],https://images.gr-assets.com/books/1327900720m/10306358.jpg,,eng,,,2011,,,,,,547576722,3.61
Breaking the Spell: Religion as a Natural Phenomenon,['Daniel C. Dennett'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2006,,,,,,067003472X,3.89
The Faerie Queene ,"['Edmund Spenser', 'Thomas P. Roche', ""C. Patrick O'Donnell""]",https://images.gr-assets.com/books/1328308492m/765427.jpg,,eng,,,1590,,,,,,140422072,3.55
"Her Daughter's Dream (Marta's Legacy, #2)",['Francine Rivers'],https://images.gr-assets.com/books/1276207024m/8142508.jpg,,en-US,,,2010,,,,,,1414334095,4.34
"Rock Chick Revolution (Rock Chick, #8)",['Kristen Ashley'],https://images.gr-assets.com/books/1373384839m/15752757.jpg,,eng,,,2013,,,,,,,4.46
Tampa,['Alissa Nutting'],https://images.gr-assets.com/books/1393784199m/17225311.jpg,,,,,2013,,,,,,62280562,3.34
The Fuck-Up,['Arthur Nersesian'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,1997,,,,,,671027638,3.56
"Meg (MEG, #1)",['Steve Alten'],https://images.gr-assets.com/books/1407870638m/105744.jpg,,eng,,,1997,,,,,,976165910,3.76
"Seeing Redd (The Looking Glass Wars, #2)",['Frank Beddor'],https://images.gr-assets.com/books/1354846350m/289695.jpg,,en-US,,,2007,,,,,,803731558,3.85
Appointment in Samarra,"[""John O'Hara""]",https://images.gr-assets.com/books/1320446769m/126583.jpg,,eng,,,1933,,,,,,375719202,3.83
Each Peach Pear Plum,"['Janet Ahlberg', 'Allan Ahlberg']",https://images.gr-assets.com/books/1367225641m/833550.jpg,,eng,,,1978,,,,,,067088278X,4.24
"The Phoenix Project: A Novel About IT, DevOps, and Helping Your Business Win","['Gene Kim', 'Kevin Behr', 'George Spafford']",https://images.gr-assets.com/books/1361113128m/17255186.jpg,,en-GB,,,2013,,,,,,988262592,4.24
